email,title,description,url,scrape_time
ajrental.mississauga@gmail.com,Port Credit – 2 Bedrooms - 1000 sq.ft.with Parking & Balcony,"  Available: IMMEDIATELY
Price: $2100.00 (plus hydro only)
Fully Renovated – 2 Bedrooms – 1000 sq.ft. – 2nd Floor with Balcony
Directly across from Ben Machree Dr. in South Mississauga
	
Port Credit – beautiful 2 Bedroom apartment located in a prestigious community. Close to the GO Train, Rhododendron Gardens and Port Credit Village. Very close to walking and biking trails on Lake Ontario shoreline.  Spectacular 2nd floor apartment with a large balcony, 1000 sq.ft, completely renovated suite in a low-rise apartment located in a tranquil residential area. This beautiful apartment features 2 large bedrooms, huge Living Room, renovated Kitchen and renovated Washroom.  The list of renovations is endless….
-	full–height kitchen cabinets
-	granite counter tops and granite backsplash
-	stainless steel appliances and SS range hood
-	washroom vanity with granite top and new glass shower
-	ceramic floors and baseboards throughout
-	hardwood flooring throughout
-	light fixtures throughout
-	doors and hardware throughout  Also includes:
-	1 parking space
-	1 large storage locker, big enough for storing bikes, etc…
-	Water is included; only pay your hydro on a separate meter
-	Access to laundry onsite
-	Mississauga Transit in front of the building on Lakeshore  Rent this beautifully renovated suite with bright interiors and extra large windows. Fantastic Location - Great for Commuters and Professionals who enjoy the perks of living near the lake and parks! Close to the GO station, and the new Port Credit lakeside district for lots of shopping, cafe and restaurant options. The new Shopper’s Drug Mart with groceries has opened just steps away.  Available IMMEDIATELY - Rent for this 2 bedrooms / 1 bath apartment is $2,100 plus hydro only.  It is very suitable for non-smoking professionals without pets.
Credit reference letters from your bank and employer along with a 1-year lease will be required.  You can respond this ad by:
-	Emailing ajrental.mississauga@gmail.com (fastest response) or
-	Texting/Calling AJ @ 416-684-4000  ",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/port-credit-2-bedrooms-1000-sq-ft-with-parking-balcony/1513622359,22-July-2020 19:15:35
rentals@teammarandola,Team Marandola Presents... 11 Gladys Ave. Welland,"   11 Gladys Ave. Welland ON - Spectacular Side Split, Like Nothing you've ever seen before!   Stunning 3 bedroom unit including appliances, in a well established Welland neighbourhood, on a quiet street, close to amenities, and highway 406. This immaculately kept 3 bedroom main floor unit features luxury easy living at its finest. Benefits include: 3 very spacious bedrooms, large livingroom, convenient laundry, parking, exceptional yard space, luxury upgrades and much, much, more. This house is beautiful, You need to see it to believe it!  This Property features: - Beautiful California Shutters throughout - Spacious 5 Car garage - Central vacuum - Napoleon gas fireplace with thermostat - Recently painted - Lots of storage - bay window nook - Recently updated fixtures and plugs  $1,850.00 per month plus all utilities  Available: _______  Professional Property Management: Yes  Type: Side Split  Bedrooms: 3  Bathrooms: 2  Appliances: Fridge, stove, dishwasher, microwave  Central Air: yes  HVAC Maintenance: yes  Fire Code: Smoke and CO2 detectors  Garage: Yes  Parking: Yes- outdoor  Laundry: Washer and Dryer  PLEASE NOTE: Requires First and Last, Easy Application. To Book a Viewing of this Amazing Property Please Text or Call 905-321-1327 OR Email us: rentals@teammarandola  ",https://www.kijiji.ca/v-apartments-condos/st-catharines/team-marandola-presents-11-gladys-ave-welland/1512770652,22-July-2020 19:16:03
rentals@teammarandola.com,Newly Renovated Executive Unit... 1 St. Charles,"  Team Marandola Presents... 1 St. Charles Dr. Upper, Thorold  Beautifully rennovated unit in a great location in a safe neighborhood of central Thorold cornering on St. Davids road, close to all amenities with transit steps away to Pen Centre, and Downtown. This incredible 3 bedroom detached unit features luxury easy living at its best. Benefits include: 3 spacious bedrooms freshly painted, 1 full bathroom with brand new shower, toilet and vanity, large common area, large eat-in kitchen with dining area, ceramic tile, fridge, stove, convenient in-unit laundry, central air, and high speed internet.  $1500.00 per month including all utilities, and unlimited high speed Internet.  Available: Sept 1, 2020  Professional Property Management: Yes - Team Marandola Type: Detatched bi-level Bedrooms:3 Bathrooms:1 full Appliances:Fridge, stove, washer, dryer Central Air: Yes HVAC Maintenance: Yes Fire Code: CO2 and Smoke Detector Garage: No Parking: Driveway Laundry: Washer and dryer Furniture: No Direct Bus Route to Brock: Yes   PLEASE NOTE: Requires First and Last, Easy Application.  To Book a Viewing of this Amazing Property Please Text or Call 905-321-1327  or Email us at rentals@teammarandola.com  ",https://www.kijiji.ca/v-apartments-condos/st-catharines/newly-renovated-executive-unit-1-st-charles/1512490848,22-July-2020 19:16:28
rentals@teammarandola.com,REDUCED PRICE! Team Marandola presents... 21 Queen St. N,"   Team Marandola presents... 21 Queen St. North Thorold   Spectacular, executive living like nothing you've seen before. This 7 bedroom immaculate home located one of Thorold's premiere locales, on a direct bus to Brock minutes from Niagara College, walking distance to many amenities such as 24 hour groceries, pharmacy and banks (Pine Plaza). This incredible 7 bedroom home features luxury easy living at its best. Benefits include: 7 comfortable and generously sized bedrooms each with their own 4-piece ensuite, ample common area, large eat-in gorgeous custom kitchen, hardwood floors, italian ceramic tile, professionally painted, 50"" flat screen Smart T.V., leather couch, coffee table, dining table &amp; chairs, fridge, stove, dishwasher, microwave, washer, dryer included, nicely landscaped and fenced yard and much, much, more.  LIKE NOTHING YOU HAVE EVER SEEN BEFORE  Starting at $610.00 per room per month including all utilities. Unlimited high speed Internet included.    Available: May 1, 2020  Professional Property Management: Yes  Type: Detached 2 storey house  Bedrooms: 7  Bathrooms: 7 (ensuite)  Appliances: Fridge, Stove, Dishwasher and microwave  Central Air: Yes  HVAC Maintenance: Yes  Fire Code: Smoke and Co2 Detectors  Garage: Yes  Parking: Yes- shared driveway  Laundry: Washer and Dryer  Furniture: leather couch, kitchen table, chairs, 50"" smart TV, coffee table  Direct Bus Route to Brock: Yes    PLEASE NOTE: Requires First and Last, Easy Application.   To Book a Viewing of this Amazing Property Please Text or Call 905-321-1327  or Email us rentals@teammarandola.com   ",https://www.kijiji.ca/v-apartments-condos/st-catharines/reduced-price-team-marandola-presents-21-queen-st-n/1505779804,22-July-2020 19:16:32
rentals@teammarandola.com,NEW PRICE! Team Marandola Presents..... 81 Bunting Road,"   Team Marandola Presents ... 81 Bunting Road, St. Catharines   Beautifully Renovated top to bottom!  Great location in a safe neighbourhood of St. Catharines, close to all amenities with transit. This 4-bedroom two-storey executive home features luxury easy living at its best. Benefits include 4 spacious bedrooms, 1 full bathroom and one spacious powder room, gorgeous kitchen. Brand New floors, rear patio, spacious yard, New fridge, new stove, laundry machines and much more.  $1700 per month plus All Utilities  Available: May 1, 2020   Professional Property Management: Yes  Type: Bi Level home  Bedrooms: 4  Bathrooms: 2  Appliances: Fridge, stove  Central Air: yes  HVAC Maintenance: yes  Fire Code: Smoke and CO2 detectors  Garage: No  Parking: Yes  Laundry: Washer and Dryer   PLEASE NOTE: Requires First and Last, Easy Application.  To Book a Viewing of this Amazing Property Please Text or Call 905-321-1327  or Email us: rentals@teammarandola.com  ",https://www.kijiji.ca/v-apartments-condos/st-catharines/new-price-team-marandola-presents-81-bunting-road/1505782364,22-July-2020 19:16:50
Anooshka_kh@yahoo.com,Thornhill Detached 4 Bedroom Renovated 2 story House - For Rent,"  Royal Orchard! Between Yonge and Bayview!
Cottage Living In The City! The One You Have Been Waiting For!
Live in this spacious, detached, newly renovated, 2 story home in Woodland French Immersion school neighborhood  - Minutes to Hwy 7/407 and Go Transit
- Steps to YRT
- Close to all amenities
- Steps to Schools, Shops, shops, transit, and restaurants
- Woodland French Immersion school, Baythorn, St Robert SS &amp; Thornhill SS Zone
- 4 bedrooms on the 2nd floor (Master bedroom + 3 bedrooms)
- 2.5 bathrooms: 2 newly renovated full bathrooms (one with 2 sinks) on the 2nd floor + a powder room on the main floor
- Open Concept Kitchen with Granite Counter Top
- Main floor Family room
- New Roof and Eaves (2017), New Windows (2017), New Furnace (2017)
- Beautiful Private Backyard with Smart Pool and 2 decks. A great place for entertainment
- Stainless steel appliances
- New fridge and stove, New built-in dishwasher
- Spacious laundry room (washer/dryer) on the main floor
- Hardwood Flooring throughout
- Window coverings and Electric Light Fixtures
- Gas fire place
- A/C and smoke detectors
- Internet (common)
- 2500 Sqft
- Basement is not included (basement is a completely separate unit with separate entrance and has absolutely no access to upper levels, garage and back yard).
- Pool can remain close throughout occupancy with a safety cover on it or can be open upon tenant request (conditions will apply).
$2650/month (Common Internet included)
Tenant pays all utilities.
1 year lease, renewable.
References and letter of employment required.
For more information please call (416) 876-7711 or email at Anooshka_kh@yahoo.com  ",https://www.kijiji.ca/v-apartments-condos/markham-york-region/thornhill-detached-4-bedroom-renovated-2-story-house-for-rent/1513622616,22-July-2020 19:16:53
rentals@teammarandola.com,Executive Rental - Team Marandola Presents... 6 Conroy Crescent,"   Team Marandola presents... 6 Conroy Crescent   5 bedroom home including, appliances, on a direct bus to Brock minutes from Niagara College, close to amenities, Downtown, Pen Centre. This whole house features luxury easy living at its best. Benefits include: 5 spacious bedrooms, 2.5 bathrooms, large kitchen, huge common area, main floor laundry, patio, fenced yard, a/c, fridge, stove, dishwasher, washer, dryer and much, much more.  $2050 per month plus all utilities  Available: August 1, 2020  Bedrooms: 5  Bathrooms: 3  Appliances: Fridge, Stove, Dishwasher  Laundry:Washer, Dryer  Central Air: Yes  HVAC Maintenance: Yes  Fire Code: Smoke and CO2 Detectors  Garage: Yes  Furniture: No  Parking: Yes- driveway  PLEASE NOTE: Requires First and Last, Easy Application.   To Book a Viewing of this Amazing Property Please Text or Call 905-321-1327 or Email us at rentals@teammarandola.com   http://www.teammarandola.com  ",https://www.kijiji.ca/v-apartments-condos/st-catharines/executive-rental-team-marandola-presents-6-conroy-crescent/1505832764,22-July-2020 19:17:10
countryclubtowers@greenwin.ca,LARGE Fully Renovated 2 Bedroom near HWY 401!,"   2450 &amp; 2460 Weston Road (Toronto)   Weston Rd. &amp; HWY 401   Monthly rent: starting from $2123  Utilities: Heat and water included, hydro extra  Parking: $100 per month/indoor and outdoor (based on availability)   To view our property from the comfort of your own home, click here for a virtual tour:https://my.matterport.com/models/MPVWPRJgm89/    Virtual tours are for illustrative purposes only; exact suite finishes and layouts may vary by availability. *Please call for details     Healthy Suite Program in place for an added level of protection for you and your family before you move-in!    Entire suite is fogged with a Health Canada approved disinfectant: Bedrooms(s), Bathroom(s), Living Room, Closet(s), Kitchen  Microbe shield treatment of the high-touch areas including: All Doorknobs &amp; Handles, Light switches, Taps &amp; Faucets, Kitchen Appliances, Entire Bathroom(s), Balcony/Terrace    Suite Features:    Thorough cleaning of every suite before move-in  Suites feature an open-concept kitchen with modern finishes including chrome accents, breakfast bars, laminate countertops and tiled backsplash  Stainless steel appliances including fridge, stove, microwave, and dishwasher  Overmount sink  Upgraded bathrooms with new fixtures, mirror, and vanity  Newly finished flooring throughout the suite  New tiles in the kitchen and bathroom    Property Features:     Professional Property Management trained to ensure that your home is clean and safe while confined to your suite  Enhanced cleaning procedures in high traffic areas  Entire suite is fogged with a Health Canada approved disinfectant: Bedrooms(s), Bathroom(s), Living Room, Closet(s), Kitchen  Microbe shield treatment of the high-touch areas including: All Doorknobs &amp; Handles, Light switches, Taps &amp; Faucets, Kitchen Appliances, Entire Bathroom(s), Balcony/Terrace  Property Vista available at all properties for ease of rental payments, maintenance requests, and communication with Property Management - all accessible from your personal device or online  Pay your rent and submit maintenance requests online using myGreenwin   Laundry facility on-site  On-site management team  Visitor parking available  Storage lockers  Close to transit  Pet friendly    Neighbourhood Features:    Public Transit 0.045 KM  Parks Supermarket 0.26 KM  TD 0.72 KM  Shoppers Drug Mart - 0.65 km     Two ways to book an appointment:  1. Call (647) 375-1711 2. Email countryclubtowers@greenwin.ca  www.greenwin.ca  ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/large-fully-renovated-2-bedroom-near-hwy-401/1505791905,22-July-2020 19:18:33
showings@patryinc.com,Georgeous 2 Bedroom 2 Bathroom unit!,"   308 - 539 Armstrong Rd - Available Immediately! 1695.00 plus heat and hydro     Water Included   2 Bedrooom and 2 Bathroom plus Den!      Luxury Kingston Rentals Offered by Patry Inc.  https://youriguide.com/539_armstrong_rd_kingston_on/   2 Bedroom Features at Riverstone Apartments Luxury 2 Bedroom Unit + Water Included Great location for Professionals or small families Spacious Units with Walk-In Closets Selected Suites Have Full Balconies 'En Suite &amp; On Site Laundry Facilities All Suites Are Pre-Wired For Telephone &amp; High-Speed Internet Walnut Hardwood Flooring Central Air with Air Conditioning Independent Thermostat in Each Unit STYLISH KITCHENS with Stainless Steel Appliances Contemporary Design with Open Plans for Entertaining Granite Kitchen Countertops &amp; Maple Cabinetry Stylish Granite Slab Backsplash Luxuriously Designed Bathrooms with Travertine or Granite Floors Separate Shower and Dual Vanities Environmentally Friendly Toilets Large Format Tile Showers and Soaker Tubs   PROPERTY AMENITIES New 110 Unit Apartment Building Next to the Frontenac Mall Elegant Lobby Resident Lounge Luxurious Guest Suites Built to LEED Silver Standard Roof Top Terraces with BBQs Beautiful, Fenced-in Play Area Two Storey Party Room Wheelchair Accessible Building &amp;Suites Elevator Access   ""For more information or a showing please contact Patry Inc. at 866-RENT-212 (866-736-8212) or email us at showings@patryinc.com""  Check us out at www.patryinc.com  KEYWORDS: PATRY INC, PATRYINC, LUXURY RENTALS, APARTMENTS, PROFESSIONAL, HOUSES, HOUSE  ",https://www.kijiji.ca/v-apartments-condos/kingston-on/georgeous-2-bedroom-2-bathroom-unit/1513598599,22-July-2020 19:18:51
regentstreetsuite@gmail.com,Clean & Cozy Furnished Studio Suite - All Incl - Central - Sept,"  ABOUT
Centrally located and fully furnished basement studio suite in charming and quiet centrally located neighbourhood near Queen's University, KGH, Hotel Dieu hospital and downtown Kingston. Sunnyside is a charming neighbourhood with older houses, mature trees and beautiful parks. We live upstairs with our rescue German Shepherd, Triton. Tenants must love dogs :). The suite is private, but there are shared common areas such as the stairwell, back exterior door and the laundry room. LGBTQ2+ friendly :).  View this listing and our reviews through the below link on Airbnb:
airbnbsuperhost.ca  THE SPACE
• Small, but very cute and clean and perfect for a minimalist (ideal for someone under 5' 10"" due to one lower bulkhead)
• Closet
• Kitchenette (mini fridge, convection toaster oven, portable cooktop)
• Nespresso machine
• Furnished with a queen size bed which has brand new pillow top mattress (medium firmness)
• Clean and spacious bathroom with soaker tub
• The kitchenette is stocked with glassware, dishes and pots and pans, kettle, Magic Bullet, mini Crockpot, knives, etc.
• Huge smart TV w/Apple TV + Netflix  AMENITIES
• Shared laundry in building
• Free wifi
• All utilities included
• Water/sewage included
• Heat included  PARKING
• Free street parking available until December 1st. Driveway parking can be available after that if needed.  RENTAL DETAILS
• Available Sept 3, 2020 (This move in date allows for 72 hours between tenants as a COVID-19 precaution)
• $1175/month - ALL INCLUSIVE!
• First and last month's rent required
• Previous landlord references required.
• Only renting 1 person due to shared common areas and Covid-19 precautions as this studio suite is in our home.  CURRENT LEASE LENGTHS AVAILABLE
Only taking inquiries for the following dates at the this time.
• Sept 3, 2020 - December 30, 2020
• Sept 3, 2020 - May 30, 2021
• Sept 3, 2020 - August 30, 2021  LOCATION
Below are the distances from our house to some common Kingston destinations:
•Joseph S. Stauffer Library | Queen's University Library - Main Campus (1.7km)
•Queen's University Faculty of Education (1.4km)
•Kingston General Hospital (2.4km)
•Hotel Dieu Hospital (2.2km)
•Royal Military College of Canada (4km)
•St. Lawrence College (2.2km)
•Novelis Global Technology Centre (1km)
•Tett Centre for Creativity and Learning (1.8km)
•Springer Market Square | Downtown Kingston (2.8km)  CONTACT
•Please contact Sarah for more information. Please include a little about yourself and what dates you are interested in renting. If you would like photos and a video tour to be sent to you please email regentstreetsuite@gmail.com from your email address and include your phone number.
• 613-539-3034
•regentstreetsuite@gmail.com  *This ad will be removed when no longer available*  ",https://www.kijiji.ca/v-apartments-condos/kingston-on/clean-cozy-furnished-studio-suite-all-incl-central-sept/1513623372,22-July-2020 19:19:00
